user_id,assigned_segment
388947,Cluster 2
389434,Cluster 5
389662,Cluster 2
389759,Cluster 2
390811,Cluster 2
392453,Cluster 1
395202,Cluster 1
395981,Cluster 2
396552,Cluster 2
399137,Cluster 2
399218,Cluster 1
399799,Cluster 2
400275,Cluster 1
400582,Cluster 2
400899,Cluster 2
401245,Cluster 3
402332,Cluster 1
402978,Cluster 2
403881,Cluster 2
404879,Cluster 2
405305,Cluster 3
406210,Cluster 1
407118,Cluster 5
407250,Cluster 2
407275,Cluster 2
407434,Cluster 1
407642,Cluster 1
408551,Cluster 1
409073,Cluster 2
411179,Cluster 5
411701,Cluster 3
413128,Cluster 2
413340,Cluster 3
413418,Cluster 1
413658,Cluster 5
414128,Cluster 2
415282,Cluster 3
415381,Cluster 3
415581,Cluster 2
416319,Cluster 1
416580,Cluster 5
417679,Cluster 2
418329,Cluster 2
418488,Cluster 2
418692,Cluster 5
420648,Cluster 1
420669,Cluster 5
421247,Cluster 2
421515,Cluster 1
421666,Cluster 5
421700,Cluster 2
421870,Cluster 3
422066,Cluster 2
422668,Cluster 1
423042,Cluster 5
423413,Cluster 1
424553,Cluster 3
425632,Cluster 1
425653,Cluster 1
425953,Cluster 2
425966,Cluster 1
426478,Cluster 5
427426,Cluster 2
427506,Cluster 5
428056,Cluster 2
428552,Cluster 1
428858,Cluster 5
429345,Cluster 1
429375,Cluster 5
430722,Cluster 5
431144,Cluster 3
431337,Cluster 2
431602,Cluster 5
431746,Cluster 1
431899,Cluster 5
431912,Cluster 3
432333,Cluster 3
432637,Cluster 2
432941,Cluster 2
433080,Cluster 2
433339,Cluster 1
433905,Cluster 1
434238,Cluster 1
434623,Cluster 5
435231,Cluster 1
435596,Cluster 3
435669,Cluster 1
435837,Cluster 1
435882,Cluster 5
436320,Cluster 1
436894,Cluster 1
437069,Cluster 2
437162,Cluster 5
437251,Cluster 2
437539,Cluster 2
437549,Cluster 3
438189,Cluster 2
438406,Cluster 2
438551,Cluster 5
438596,Cluster 1
438839,Cluster 2
438937,Cluster 3
438985,Cluster 5
438995,Cluster 1
439052,Cluster 2
439120,Cluster 1
439363,Cluster 2
440212,Cluster 1
440655,Cluster 2
441200,Cluster 3
441205,Cluster 1
441448,Cluster 1
441457,Cluster 3
441982,Cluster 2
442484,Cluster 1
442718,Cluster 2
442812,Cluster 1
442819,Cluster 1
442833,Cluster 2
443305,Cluster 1
443453,Cluster 2
443598,Cluster 3
443652,Cluster 2
444387,Cluster 2
444885,Cluster 1
445351,Cluster 3
445515,Cluster 1
446124,Cluster 3
446138,Cluster 5
446473,Cluster 2
446933,Cluster 4
447053,Cluster 1
447591,Cluster 1
447737,Cluster 3
447951,Cluster 1
448025,Cluster 1
448154,Cluster 1
448295,Cluster 1
448467,Cluster 1
448564,Cluster 2
449033,Cluster 3
449326,Cluster 1
449619,Cluster 3
449804,Cluster 2
449980,Cluster 5
450164,Cluster 2
450193,Cluster 1
450305,Cluster 2
450615,Cluster 2
451291,Cluster 1
451674,Cluster 1
452034,Cluster 5
452532,Cluster 5
452594,Cluster 2
452612,Cluster 5
453143,Cluster 2
453168,Cluster 2
454264,Cluster 1
454430,Cluster 2
454616,Cluster 1
454661,Cluster 2
454920,Cluster 2
454934,Cluster 5
454955,Cluster 1
456226,Cluster 2
456318,Cluster 1
456663,Cluster 1
456671,Cluster 1
457468,Cluster 4
457599,Cluster 2
457967,Cluster 1
458479,Cluster 5
458688,Cluster 1
458725,Cluster 1
458762,Cluster 1
458814,Cluster 3
458855,Cluster 1
458919,Cluster 1
459229,Cluster 2
459486,Cluster 1
459645,Cluster 1
460072,Cluster 1
460181,Cluster 1
460553,Cluster 1
460625,Cluster 5
461559,Cluster 2
461744,Cluster 1
461791,Cluster 3
462127,Cluster 1
462456,Cluster 2
462894,Cluster 1
463652,Cluster 1
463698,Cluster 2
463783,Cluster 2
463867,Cluster 1
463910,Cluster 2
464080,Cluster 1
464160,Cluster 1
464239,Cluster 2
464542,Cluster 1
464597,Cluster 1
464614,Cluster 5
464673,Cluster 2
464782,Cluster 1
464855,Cluster 5
465138,Cluster 2
465343,Cluster 3
465531,Cluster 1
465568,Cluster 1
465731,Cluster 5
466205,Cluster 2
466342,Cluster 1
466723,Cluster 5
467007,Cluster 2
467092,Cluster 5
467339,Cluster 2
467809,Cluster 2
467892,Cluster 5
468106,Cluster 2
468370,Cluster 2
468409,Cluster 5
468666,Cluster 4
468801,Cluster 3
468808,Cluster 2
468832,Cluster 5
469237,Cluster 3
469418,Cluster 1
469440,Cluster 5
469464,Cluster 2
469699,Cluster 1
469767,Cluster 2
469824,Cluster 3
471077,Cluster 2
471161,Cluster 3
471186,Cluster 3
471500,Cluster 1
471565,Cluster 1
471649,Cluster 1
471687,Cluster 2
471717,Cluster 2
471935,Cluster 2
471946,Cluster 1
471973,Cluster 1
472394,Cluster 1
472446,Cluster 1
472614,Cluster 1
472713,Cluster 2
472785,Cluster 2
472966,Cluster 1
473332,Cluster 2
473343,Cluster 2
473402,Cluster 5
473467,Cluster 3
473568,Cluster 1
473712,Cluster 2
473847,Cluster 4
474007,Cluster 1
474120,Cluster 5
474239,Cluster 5
474261,Cluster 3
474278,Cluster 1
474384,Cluster 2
474464,Cluster 1
474546,Cluster 2
474951,Cluster 2
474980,Cluster 2
475060,Cluster 3
475130,Cluster 2
475467,Cluster 2
475531,Cluster 2
476081,Cluster 2
476104,Cluster 2
476124,Cluster 2
476173,Cluster 1
476270,Cluster 2
476393,Cluster 1
476436,Cluster 2
476535,Cluster 2
476665,Cluster 2
476693,Cluster 3
476714,Cluster 2
476742,Cluster 1
476916,Cluster 3
476956,Cluster 2
477285,Cluster 1
477316,Cluster 2
477597,Cluster 1
477730,Cluster 2
477805,Cluster 1
478003,Cluster 2
478146,Cluster 5
478188,Cluster 2
478228,Cluster 1
478291,Cluster 1
478533,Cluster 1
478585,Cluster 2
478760,Cluster 4
478801,Cluster 3
478834,Cluster 1
479071,Cluster 2
479078,Cluster 1
479101,Cluster 1
479254,Cluster 2
479524,Cluster 5
479785,Cluster 1
480186,Cluster 1
480313,Cluster 5
480331,Cluster 2
480690,Cluster 2
480796,Cluster 2
480877,Cluster 3
480895,Cluster 5
480975,Cluster 1
481050,Cluster 1
481245,Cluster 1
481292,Cluster 2
481358,Cluster 1
481554,Cluster 2
481622,Cluster 2
481772,Cluster 1
481781,Cluster 1
482264,Cluster 2
482335,Cluster 1
482424,Cluster 2
482548,Cluster 5
482602,Cluster 2
482621,Cluster 1
482630,Cluster 3
482744,Cluster 2
482811,Cluster 5
483224,Cluster 1
483237,Cluster 2
483345,Cluster 3
483480,Cluster 2
483483,Cluster 1
483525,Cluster 3
483603,Cluster 2
483928,Cluster 2
483982,Cluster 1
484249,Cluster 2
484342,Cluster 5
484418,Cluster 2
484987,Cluster 2
485149,Cluster 2
485260,Cluster 1
485393,Cluster 5
485505,Cluster 1
485518,Cluster 1
485536,Cluster 1
485544,Cluster 2
485591,Cluster 2
485658,Cluster 5
485780,Cluster 2
485785,Cluster 1
485891,Cluster 5
485894,Cluster 2
486046,Cluster 1
486113,Cluster 3
486191,Cluster 1
486261,Cluster 1
486268,Cluster 3
486270,Cluster 2
486366,Cluster 1
486447,Cluster 5
486454,Cluster 2
486605,Cluster 1
486671,Cluster 2
486751,Cluster 5
486823,Cluster 2
487002,Cluster 1
487036,Cluster 1
487040,Cluster 2
487101,Cluster 2
487276,Cluster 2
487352,Cluster 1
487453,Cluster 5
487637,Cluster 2
487680,Cluster 5
487715,Cluster 5
487858,Cluster 2
487954,Cluster 2
488009,Cluster 1
488099,Cluster 1
488246,Cluster 1
488314,Cluster 5
488410,Cluster 2
488430,Cluster 5
488462,Cluster 2
488480,Cluster 5
488511,Cluster 2
488529,Cluster 2
488539,Cluster 1
488672,Cluster 2
488827,Cluster 2
488865,Cluster 2
488870,Cluster 5
488918,Cluster 2
488974,Cluster 2
489096,Cluster 2
489131,Cluster 1
489575,Cluster 2
489635,Cluster 2
489661,Cluster 1
489730,Cluster 2
489785,Cluster 2
489786,Cluster 1
489802,Cluster 1
489844,Cluster 2
489852,Cluster 3
489949,Cluster 5
489953,Cluster 2
489992,Cluster 3
490040,Cluster 2
490107,Cluster 2
490133,Cluster 2
490201,Cluster 1
490348,Cluster 1
490358,Cluster 1
490517,Cluster 1
490576,Cluster 3
490608,Cluster 1
490629,Cluster 2
490671,Cluster 2
491003,Cluster 1
491124,Cluster 2
491141,Cluster 2
491175,Cluster 2
491182,Cluster 2
491241,Cluster 2
491266,Cluster 1
491559,Cluster 2
491597,Cluster 4
491617,Cluster 2
491706,Cluster 1
491772,Cluster 2
491925,Cluster 2
491930,Cluster 2
491995,Cluster 5
492209,Cluster 2
492211,Cluster 3
492287,Cluster 3
492371,Cluster 3
492497,Cluster 5
492614,Cluster 1
492999,Cluster 1
493177,Cluster 2
493409,Cluster 2
493476,Cluster 4
493718,Cluster 2
494294,Cluster 2
494374,Cluster 1
494382,Cluster 2
494441,Cluster 1
494463,Cluster 2
494484,Cluster 1
494590,Cluster 2
494630,Cluster 1
494680,Cluster 2
494704,Cluster 2
494985,Cluster 2
495029,Cluster 5
495042,Cluster 2
495080,Cluster 3
495272,Cluster 2
495273,Cluster 2
495386,Cluster 1
495482,Cluster 2
495592,Cluster 1
495603,Cluster 2
495727,Cluster 2
496016,Cluster 2
496074,Cluster 1
496273,Cluster 2
496286,Cluster 2
496332,Cluster 2
496382,Cluster 2
496408,Cluster 5
496566,Cluster 2
496899,Cluster 5
496972,Cluster 1
497042,Cluster 2
497077,Cluster 5
497108,Cluster 2
497225,Cluster 2
497475,Cluster 3
497615,Cluster 2
497678,Cluster 3
497680,Cluster 3
497829,Cluster 1
497915,Cluster 2
498154,Cluster 1
498199,Cluster 3
498287,Cluster 2
498298,Cluster 1
498357,Cluster 2
498363,Cluster 1
498500,Cluster 5
498574,Cluster 2
498607,Cluster 1
498665,Cluster 5
498857,Cluster 2
498931,Cluster 1
499028,Cluster 2
499038,Cluster 3
499252,Cluster 3
499313,Cluster 1
499366,Cluster 2
499375,Cluster 2
499379,Cluster 1
499461,Cluster 1
499475,Cluster 2
499633,Cluster 2
499634,Cluster 1
499659,Cluster 1
499669,Cluster 1
499751,Cluster 2
499760,Cluster 1
499780,Cluster 1
499810,Cluster 2
499847,Cluster 2
499969,Cluster 1
499979,Cluster 2
499990,Cluster 5
500078,Cluster 1
500196,Cluster 1
500243,Cluster 1
500257,Cluster 1
500288,Cluster 1
500299,Cluster 1
500493,Cluster 3
500532,Cluster 1
500646,Cluster 3
500745,Cluster 2
500773,Cluster 2
500791,Cluster 1
500828,Cluster 3
500972,Cluster 2
500974,Cluster 2
501087,Cluster 1
501125,Cluster 1
501184,Cluster 2
501322,Cluster 2
501344,Cluster 1
501436,Cluster 5
501512,Cluster 3
501708,Cluster 5
501735,Cluster 2
501764,Cluster 1
501780,Cluster 1
501794,Cluster 3
501817,Cluster 2
501830,Cluster 1
501897,Cluster 1
501947,Cluster 5
502063,Cluster 1
502145,Cluster 2
502210,Cluster 5
502212,Cluster 1
502353,Cluster 2
502412,Cluster 1
502435,Cluster 1
502444,Cluster 2
502609,Cluster 2
502626,Cluster 3
502799,Cluster 2
502819,Cluster 1
502826,Cluster 1
502847,Cluster 2
502850,Cluster 1
502875,Cluster 2
502995,Cluster 1
503042,Cluster 3
503049,Cluster 1
503058,Cluster 3
503126,Cluster 1
503161,Cluster 1
503277,Cluster 2
503342,Cluster 5
503418,Cluster 2
503483,Cluster 1
503621,Cluster 1
503760,Cluster 2
503773,Cluster 1
503918,Cluster 1
503928,Cluster 3
503945,Cluster 2
503973,Cluster 2
504081,Cluster 1
504133,Cluster 2
504240,Cluster 2
504299,Cluster 2
504320,Cluster 1
504371,Cluster 2
504435,Cluster 5
504473,Cluster 1
504579,Cluster 1
504610,Cluster 3
504665,Cluster 1
504669,Cluster 1
504786,Cluster 1
504859,Cluster 1
504892,Cluster 3
504916,Cluster 5
504936,Cluster 2
504945,Cluster 2
505062,Cluster 3
505066,Cluster 1
505172,Cluster 5
505230,Cluster 2
505285,Cluster 2
505289,Cluster 2
505358,Cluster 2
505414,Cluster 1
505498,Cluster 1
505617,Cluster 5
505667,Cluster 2
505680,Cluster 2
505713,Cluster 2
505747,Cluster 1
505771,Cluster 2
505854,Cluster 2
505916,Cluster 2
505933,Cluster 5
505941,Cluster 2
506013,Cluster 2
506130,Cluster 2
506186,Cluster 1
506234,Cluster 2
506250,Cluster 2
506347,Cluster 1
506427,Cluster 2
506611,Cluster 2
506652,Cluster 3
506675,Cluster 2
506704,Cluster 3
506777,Cluster 1
506807,Cluster 2
506828,Cluster 1
506837,Cluster 2
506858,Cluster 2
506990,Cluster 1
507036,Cluster 1
507133,Cluster 2
507207,Cluster 1
507273,Cluster 2
507376,Cluster 1
507395,Cluster 5
507431,Cluster 3
507435,Cluster 2
507505,Cluster 1
507513,Cluster 1
507531,Cluster 1
507557,Cluster 1
507573,Cluster 2
507617,Cluster 1
507728,Cluster 1
507732,Cluster 5
507753,Cluster 1
507759,Cluster 2
507773,Cluster 2
507805,Cluster 5
508050,Cluster 2
508096,Cluster 2
508111,Cluster 5
508144,Cluster 2
508153,Cluster 3
508240,Cluster 2
508360,Cluster 1
508367,Cluster 3
508497,Cluster 1
508512,Cluster 1
508546,Cluster 2
508611,Cluster 3
508625,Cluster 5
508693,Cluster 2
508713,Cluster 1
508731,Cluster 2
508829,Cluster 5
508848,Cluster 1
508849,Cluster 3
508856,Cluster 5
508857,Cluster 2
508860,Cluster 1
508866,Cluster 2
508877,Cluster 2
508891,Cluster 1
508892,Cluster 3
508901,Cluster 1
508912,Cluster 5
508917,Cluster 1
508923,Cluster 4
508938,Cluster 2
508940,Cluster 2
508944,Cluster 1
508946,Cluster 2
508964,Cluster 1
508973,Cluster 3
509001,Cluster 1
509024,Cluster 1
509036,Cluster 1
509052,Cluster 1
509061,Cluster 2
509069,Cluster 2
509098,Cluster 1
509115,Cluster 2
509119,Cluster 2
509157,Cluster 1
509160,Cluster 1
509162,Cluster 1
509202,Cluster 1
509221,Cluster 2
509242,Cluster 2
509272,Cluster 1
509278,Cluster 5
509282,Cluster 2
509302,Cluster 1
509316,Cluster 2
509324,Cluster 2
509341,Cluster 1
509346,Cluster 1
509353,Cluster 1
509354,Cluster 3
509359,Cluster 2
509402,Cluster 1
509411,Cluster 2
509413,Cluster 1
509414,Cluster 1
509419,Cluster 2
509421,Cluster 5
509435,Cluster 2
509445,Cluster 2
509453,Cluster 2
509454,Cluster 1
509459,Cluster 1
509467,Cluster 1
509498,Cluster 1
509515,Cluster 3
509516,Cluster 2
509530,Cluster 2
509552,Cluster 1
509598,Cluster 2
509603,Cluster 3
509626,Cluster 2
509635,Cluster 2
509638,Cluster 1
509645,Cluster 5
509681,Cluster 2
509712,Cluster 2
509713,Cluster 2
509717,Cluster 2
509749,Cluster 2
509763,Cluster 2
509765,Cluster 3
509781,Cluster 1
509822,Cluster 2
509826,Cluster 1
509841,Cluster 2
509855,Cluster 1
509876,Cluster 1
509892,Cluster 1
509903,Cluster 2
509919,Cluster 2
509924,Cluster 1
509933,Cluster 2
509969,Cluster 1
509990,Cluster 1
510003,Cluster 1
510022,Cluster 2
510044,Cluster 3
510048,Cluster 1
510061,Cluster 2
510067,Cluster 2
510070,Cluster 2
510078,Cluster 5
510079,Cluster 1
510081,Cluster 1
510090,Cluster 1
510093,Cluster 2
510094,Cluster 1
510104,Cluster 2
510108,Cluster 5
510112,Cluster 1
510114,Cluster 2
510134,Cluster 2
510155,Cluster 2
510156,Cluster 2
510163,Cluster 2
510164,Cluster 1
510170,Cluster 2
510172,Cluster 2
510179,Cluster 2
510185,Cluster 2
510188,Cluster 5
510195,Cluster 2
510198,Cluster 2
510213,Cluster 2
510215,Cluster 3
510219,Cluster 3
510227,Cluster 3
510238,Cluster 2
510239,Cluster 1
510243,Cluster 3
510257,Cluster 1
510270,Cluster 1
510283,Cluster 3
510315,Cluster 1
510316,Cluster 1
510326,Cluster 2
510328,Cluster 2
510343,Cluster 5
510356,Cluster 1
510365,Cluster 2
510369,Cluster 2
510379,Cluster 1
510393,Cluster 1
510418,Cluster 1
510423,Cluster 1
510449,Cluster 2
510452,Cluster 2
510459,Cluster 3
510490,Cluster 1
510494,Cluster 2
510511,Cluster 1
510533,Cluster 1
510537,Cluster 2
510543,Cluster 1
510545,Cluster 1
510558,Cluster 5
510570,Cluster 2
510571,Cluster 2
510575,Cluster 1
510580,Cluster 2
510582,Cluster 1
510585,Cluster 1
510586,Cluster 2
510610,Cluster 1
510618,Cluster 3
510676,Cluster 2
510686,Cluster 2
510694,Cluster 5
510700,Cluster 5
510707,Cluster 1
510719,Cluster 1
510733,Cluster 1
510754,Cluster 2
510779,Cluster 2
510805,Cluster 1
510815,Cluster 2
510822,Cluster 2
510828,Cluster 1
510836,Cluster 2
510841,Cluster 5
510890,Cluster 2
510899,Cluster 1
510944,Cluster 2
510946,Cluster 2
510953,Cluster 1
510960,Cluster 2
510961,Cluster 2
510972,Cluster 2
511017,Cluster 1
511055,Cluster 1
511066,Cluster 2
511093,Cluster 2
511122,Cluster 1
511125,Cluster 3
511126,Cluster 2
511140,Cluster 1
511142,Cluster 2
511145,Cluster 4
511148,Cluster 3
511160,Cluster 2
511178,Cluster 3
511195,Cluster 1
511208,Cluster 2
511219,Cluster 1
511223,Cluster 5
511238,Cluster 3
511260,Cluster 1
511298,Cluster 2
511314,Cluster 2
511326,Cluster 2
511328,Cluster 1
511331,Cluster 5
511364,Cluster 2
511377,Cluster 1
511379,Cluster 2
511397,Cluster 2
511398,Cluster 2
511399,Cluster 1
511418,Cluster 1
511424,Cluster 1
511433,Cluster 3
511440,Cluster 1
511455,Cluster 1
511469,Cluster 1
511489,Cluster 3
511502,Cluster 3
511504,Cluster 2
511535,Cluster 2
511542,Cluster 2
511549,Cluster 1
511552,Cluster 5
511554,Cluster 1
511560,Cluster 2
511567,Cluster 2
511568,Cluster 1
511570,Cluster 2
511577,Cluster 1
511578,Cluster 2
511587,Cluster 1
511589,Cluster 1
511608,Cluster 1
511609,Cluster 3
511613,Cluster 2
511638,Cluster 3
511665,Cluster 5
511666,Cluster 2
511677,Cluster 5
511680,Cluster 2
511697,Cluster 2
511712,Cluster 2
511726,Cluster 1
511739,Cluster 2
511757,Cluster 1
511762,Cluster 2
511764,Cluster 1
511772,Cluster 2
511778,Cluster 2
511783,Cluster 2
511784,Cluster 5
511800,Cluster 2
511803,Cluster 2
511805,Cluster 2
511809,Cluster 1
511811,Cluster 2
511821,Cluster 1
511827,Cluster 5
511851,Cluster 1
511859,Cluster 2
511860,Cluster 2
511862,Cluster 2
511878,Cluster 1
511884,Cluster 2
511902,Cluster 2
511910,Cluster 1
511916,Cluster 3
511923,Cluster 1
511936,Cluster 1
511943,Cluster 2
511977,Cluster 5
511989,Cluster 1
511996,Cluster 2
511998,Cluster 3
512009,Cluster 3
512010,Cluster 3
512016,Cluster 1
512024,Cluster 1
512028,Cluster 1
512060,Cluster 2
512063,Cluster 1
512069,Cluster 2
512078,Cluster 1
512099,Cluster 3
512103,Cluster 5
512144,Cluster 1
512147,Cluster 5
512148,Cluster 1
512163,Cluster 3
512173,Cluster 2
512190,Cluster 1
512193,Cluster 1
512197,Cluster 2
512201,Cluster 2
512204,Cluster 2
512243,Cluster 3
512249,Cluster 1
512266,Cluster 2
512271,Cluster 2
512283,Cluster 2
512289,Cluster 1
512294,Cluster 2
512295,Cluster 2
512301,Cluster 2
512302,Cluster 3
512303,Cluster 3
512305,Cluster 1
512322,Cluster 2
512329,Cluster 2
512362,Cluster 2
512377,Cluster 5
512392,Cluster 2
512397,Cluster 1
512402,Cluster 1
512416,Cluster 1
512418,Cluster 1
512419,Cluster 2
512440,Cluster 2
512443,Cluster 1
512447,Cluster 4
512463,Cluster 2
512495,Cluster 2
512529,Cluster 1
512536,Cluster 1
512552,Cluster 1
512556,Cluster 2
512558,Cluster 5
512587,Cluster 3
512589,Cluster 2
512596,Cluster 2
512598,Cluster 2
512610,Cluster 2
512623,Cluster 1
512628,Cluster 2
512631,Cluster 3
512655,Cluster 4
512671,Cluster 2
512677,Cluster 1
512680,Cluster 1
512691,Cluster 3
512693,Cluster 2
512695,Cluster 2
512696,Cluster 3
512704,Cluster 1
512706,Cluster 3
512780,Cluster 3
512786,Cluster 2
512787,Cluster 2
512791,Cluster 2
512801,Cluster 2
512826,Cluster 2
512831,Cluster 3
512835,Cluster 2
512846,Cluster 2
512848,Cluster 2
512880,Cluster 1
512887,Cluster 2
512888,Cluster 2
512900,Cluster 2
512904,Cluster 2
512922,Cluster 3
512928,Cluster 5
512943,Cluster 2
512945,Cluster 3
512974,Cluster 1
512976,Cluster 2
512984,Cluster 2
512999,Cluster 2
513004,Cluster 2
513005,Cluster 4
513006,Cluster 1
513026,Cluster 2
513030,Cluster 2
513031,Cluster 3
513058,Cluster 2
513089,Cluster 3
513090,Cluster 4
513091,Cluster 1
513093,Cluster 2
513096,Cluster 1
513103,Cluster 2
513126,Cluster 2
513138,Cluster 1
513164,Cluster 1
513206,Cluster 1
513216,Cluster 2
513220,Cluster 2
513221,Cluster 3
513227,Cluster 1
513233,Cluster 2
513236,Cluster 2
513237,Cluster 1
513241,Cluster 1
513242,Cluster 1
513259,Cluster 2
513261,Cluster 1
513289,Cluster 1
513296,Cluster 2
513317,Cluster 1
513322,Cluster 2
513338,Cluster 2
513339,Cluster 1
513345,Cluster 1
513347,Cluster 1
513366,Cluster 2
513381,Cluster 2
513387,Cluster 2
513397,Cluster 2
513402,Cluster 3
513408,Cluster 1
513422,Cluster 1
513425,Cluster 1
513438,Cluster 1
513441,Cluster 5
513470,Cluster 1
513495,Cluster 1
513497,Cluster 1
513509,Cluster 1
513543,Cluster 5
513546,Cluster 1
513555,Cluster 2
513568,Cluster 1
513569,Cluster 1
513582,Cluster 2
513602,Cluster 1
513611,Cluster 2
513613,Cluster 2
513620,Cluster 3
513625,Cluster 5
513627,Cluster 2
513628,Cluster 2
513638,Cluster 2
513659,Cluster 2
513661,Cluster 1
513683,Cluster 3
513714,Cluster 1
513721,Cluster 2
513742,Cluster 1
513761,Cluster 3
513776,Cluster 1
513787,Cluster 5
513791,Cluster 2
513796,Cluster 2
513800,Cluster 1
513807,Cluster 5
513823,Cluster 1
513826,Cluster 2
513844,Cluster 3
513853,Cluster 2
513856,Cluster 1
513860,Cluster 2
513869,Cluster 5
513875,Cluster 5
513917,Cluster 2
513926,Cluster 2
513933,Cluster 2
513953,Cluster 1
513956,Cluster 2
513964,Cluster 2
513967,Cluster 2
513995,Cluster 2
514002,Cluster 2
514003,Cluster 2
514021,Cluster 1
514023,Cluster 2
514053,Cluster 1
514071,Cluster 2
514076,Cluster 1
514113,Cluster 1
514132,Cluster 2
514133,Cluster 1
514164,Cluster 2
514167,Cluster 5
514206,Cluster 2
514208,Cluster 1
514210,Cluster 2
514215,Cluster 2
514235,Cluster 1
514261,Cluster 2
514275,Cluster 2
514289,Cluster 1
514300,Cluster 5
514315,Cluster 1
514318,Cluster 2
514324,Cluster 2
514337,Cluster 2
514342,Cluster 2
514344,Cluster 2
514370,Cluster 2
514384,Cluster 1
514395,Cluster 2
514457,Cluster 2
514460,Cluster 2
514461,Cluster 1
514501,Cluster 1
514503,Cluster 1
514515,Cluster 2
514526,Cluster 2
514551,Cluster 1
514586,Cluster 2
514589,Cluster 1
514617,Cluster 2
514623,Cluster 1
514627,Cluster 5
514638,Cluster 2
514639,Cluster 1
514642,Cluster 1
514660,Cluster 2
514675,Cluster 2
514682,Cluster 2
514684,Cluster 1
514689,Cluster 1
514737,Cluster 2
514785,Cluster 2
514810,Cluster 3
514830,Cluster 1
514867,Cluster 2
514876,Cluster 1
514892,Cluster 2
514893,Cluster 1
514899,Cluster 2
514925,Cluster 5
514926,Cluster 2
514931,Cluster 1
514944,Cluster 1
514951,Cluster 1
514953,Cluster 5
514980,Cluster 2
514981,Cluster 2
515004,Cluster 1
515013,Cluster 1
515020,Cluster 2
515030,Cluster 1
515051,Cluster 2
515058,Cluster 2
515060,Cluster 1
515085,Cluster 5
515103,Cluster 3
515124,Cluster 5
515131,Cluster 2
515139,Cluster 5
515161,Cluster 3
515168,Cluster 1
515182,Cluster 2
515198,Cluster 3
515200,Cluster 3
515202,Cluster 1
515205,Cluster 5
515229,Cluster 5
515240,Cluster 1
515243,Cluster 2
515258,Cluster 2
515271,Cluster 2
515274,Cluster 2
515306,Cluster 2
515330,Cluster 2
515344,Cluster 2
515398,Cluster 2
515409,Cluster 2
515421,Cluster 2
515423,Cluster 1
515436,Cluster 1
515478,Cluster 1
515490,Cluster 2
515502,Cluster 1
515514,Cluster 1
515516,Cluster 3
515523,Cluster 1
515529,Cluster 1
515530,Cluster 1
515565,Cluster 2
515578,Cluster 2
515580,Cluster 2
515586,Cluster 2
515610,Cluster 5
515634,Cluster 1
515639,Cluster 2
515645,Cluster 1
515666,Cluster 2
515675,Cluster 4
515684,Cluster 2
515688,Cluster 2
515694,Cluster 2
515713,Cluster 2
515727,Cluster 2
515735,Cluster 1
515739,Cluster 2
515751,Cluster 2
515764,Cluster 1
515778,Cluster 2
515802,Cluster 2
515818,Cluster 1
515831,Cluster 1
515835,Cluster 2
515854,Cluster 1
515874,Cluster 1
515891,Cluster 2
