user_id,assigned_segment
454661,free_hotel_meal_segment
454920,exclusive_discounts_segment
454934,free_hotel_meal_segment
454955,free_checked_bag_segment
456226,free_checked_bag_segment
456318,free_checked_bag_segment
456663,free_hotel_meal_segment
456671,free_checked_bag_segment
457468,exclusive_discounts_segment
457599,exclusive_discounts_segment
457967,free_checked_bag_segment
458479,no_cancellation_fees_segment
458688,free_checked_bag_segment
458725,free_checked_bag_segment
458762,free_checked_bag_segment
458814,free_checked_bag_segment
458855,free_checked_bag_segment
458919,free_checked_bag_segment
459229,exclusive_discounts_segment
459486,free_checked_bag_segment
459645,free_hotel_meal_segment
460072,free_checked_bag_segment
460181,free_checked_bag_segment
460553,free_hotel_meal_segment
460625,no_cancellation_fees_segment
461559,free_checked_bag_segment
461744,free_checked_bag_segment
461791,exclusive_discounts_segment
462127,free_checked_bag_segment
462456,free_hotel_meal_segment
462894,one_night_hotel_free_with_flight_segment
463652,free_checked_bag_segment
463698,free_checked_bag_segment
463783,free_hotel_meal_segment
463867,free_checked_bag_segment
463910,free_checked_bag_segment
464080,free_checked_bag_segment
464160,free_hotel_meal_segment
464239,free_checked_bag_segment
464542,free_checked_bag_segment
464597,free_checked_bag_segment
464614,free_hotel_meal_segment
464673,free_hotel_meal_segment
464782,free_checked_bag_segment
464855,free_hotel_meal_segment
465138,free_checked_bag_segment
465343,free_checked_bag_segment
465531,free_checked_bag_segment
465568,free_checked_bag_segment
465731,free_checked_bag_segment
466205,free_hotel_meal_segment
466342,free_checked_bag_segment
466723,free_checked_bag_segment
467007,free_checked_bag_segment
467092,free_checked_bag_segment
467339,free_hotel_meal_segment
467809,free_checked_bag_segment
467892,free_checked_bag_segment
468106,free_checked_bag_segment
468370,free_hotel_meal_segment
468409,free_hotel_meal_segment
468666,exclusive_discounts_segment
468801,exclusive_discounts_segment
468808,exclusive_discounts_segment
468832,free_hotel_meal_segment
469237,free_checked_bag_segment
469418,free_checked_bag_segment
469440,free_hotel_meal_segment
469464,free_checked_bag_segment
469699,free_checked_bag_segment
469767,free_checked_bag_segment
469824,free_checked_bag_segment
471077,free_hotel_meal_segment
471161,exclusive_discounts_segment
471186,free_checked_bag_segment
471500,free_checked_bag_segment
471565,free_checked_bag_segment
471649,free_checked_bag_segment
471687,free_hotel_meal_segment
471717,free_checked_bag_segment
471935,free_checked_bag_segment
471946,free_checked_bag_segment
471973,free_checked_bag_segment
472394,free_hotel_meal_segment
472446,free_checked_bag_segment
472614,free_hotel_meal_segment
472713,free_checked_bag_segment
472785,free_hotel_meal_segment
472966,free_checked_bag_segment
473332,exclusive_discounts_segment
473343,free_hotel_meal_segment
473402,no_cancellation_fees_segment
473467,free_checked_bag_segment
473568,exclusive_discounts_segment
473712,free_hotel_meal_segment
473847,exclusive_discounts_segment
474007,free_checked_bag_segment
474120,no_cancellation_fees_segment
474239,free_hotel_meal_segment
474261,free_checked_bag_segment
474278,free_checked_bag_segment
474384,free_hotel_meal_segment
474464,exclusive_discounts_segment
474546,exclusive_discounts_segment
474951,exclusive_discounts_segment
474980,free_checked_bag_segment
475060,free_checked_bag_segment
475130,free_checked_bag_segment
475467,free_checked_bag_segment
475531,free_checked_bag_segment
476081,free_checked_bag_segment
476104,free_hotel_meal_segment
476124,free_checked_bag_segment
476173,free_checked_bag_segment
476270,free_checked_bag_segment
476393,free_hotel_meal_segment
476436,free_hotel_meal_segment
476535,free_checked_bag_segment
476665,free_hotel_meal_segment
476693,free_checked_bag_segment
476714,free_checked_bag_segment
476742,free_checked_bag_segment
476916,free_checked_bag_segment
476956,free_checked_bag_segment
477285,free_checked_bag_segment
477316,free_checked_bag_segment
477597,free_checked_bag_segment
477730,free_checked_bag_segment
477805,free_checked_bag_segment
478003,free_checked_bag_segment
478146,no_cancellation_fees_segment
478188,free_checked_bag_segment
478228,free_checked_bag_segment
478291,free_hotel_meal_segment
478533,free_checked_bag_segment
478585,free_hotel_meal_segment
478760,no_cancellation_fees_segment
478801,free_checked_bag_segment
478834,free_checked_bag_segment
479071,free_hotel_meal_segment
479078,free_checked_bag_segment
479101,free_checked_bag_segment
479254,free_checked_bag_segment
479524,no_cancellation_fees_segment
479785,free_checked_bag_segment
480186,free_checked_bag_segment
480313,no_cancellation_fees_segment
480331,exclusive_discounts_segment
480690,free_checked_bag_segment
480796,free_hotel_meal_segment
480877,exclusive_discounts_segment
480895,free_hotel_meal_segment
480975,free_checked_bag_segment
481050,free_hotel_meal_segment
481245,free_checked_bag_segment
481292,free_hotel_meal_segment
481358,free_checked_bag_segment
481554,free_checked_bag_segment
481622,free_checked_bag_segment
481772,free_hotel_meal_segment
481781,free_checked_bag_segment
482264,free_checked_bag_segment
482335,free_checked_bag_segment
482424,exclusive_discounts_segment
482548,free_hotel_meal_segment
482602,free_checked_bag_segment
482621,free_hotel_meal_segment
482630,free_checked_bag_segment
482744,exclusive_discounts_segment
482811,no_cancellation_fees_segment
483224,free_checked_bag_segment
483237,free_checked_bag_segment
483345,free_checked_bag_segment
483480,free_checked_bag_segment
483483,free_checked_bag_segment
483525,free_checked_bag_segment
483603,free_checked_bag_segment
483928,free_hotel_meal_segment
483982,free_hotel_meal_segment
484249,free_checked_bag_segment
484342,free_checked_bag_segment
484418,free_hotel_meal_segment
484987,free_checked_bag_segment
485149,free_checked_bag_segment
485260,free_checked_bag_segment
485393,free_checked_bag_segment
485505,free_hotel_meal_segment
485518,free_checked_bag_segment
485536,free_checked_bag_segment
485544,free_hotel_meal_segment
485591,free_checked_bag_segment
485658,free_hotel_meal_segment
485780,free_checked_bag_segment
485785,free_checked_bag_segment
485891,free_checked_bag_segment
485894,free_hotel_meal_segment
486046,free_checked_bag_segment
486113,exclusive_discounts_segment
486191,free_checked_bag_segment
486261,free_checked_bag_segment
486268,free_checked_bag_segment
486270,free_hotel_meal_segment
486366,free_checked_bag_segment
486447,free_checked_bag_segment
486454,free_checked_bag_segment
486605,free_checked_bag_segment
486671,free_hotel_meal_segment
486751,no_cancellation_fees_segment
486823,free_checked_bag_segment
487002,free_checked_bag_segment
487036,free_checked_bag_segment
487040,exclusive_discounts_segment
487101,free_checked_bag_segment
487276,free_hotel_meal_segment
487352,free_checked_bag_segment
487453,no_cancellation_fees_segment
487637,free_checked_bag_segment
487680,no_cancellation_fees_segment
487715,no_cancellation_fees_segment
487858,free_hotel_meal_segment
487954,free_checked_bag_segment
488009,free_checked_bag_segment
488099,free_checked_bag_segment
488246,free_checked_bag_segment
488314,no_cancellation_fees_segment
488410,free_hotel_meal_segment
488430,free_checked_bag_segment
488462,free_checked_bag_segment
488480,no_cancellation_fees_segment
488511,free_checked_bag_segment
488529,free_checked_bag_segment
488539,free_checked_bag_segment
488672,exclusive_discounts_segment
488827,exclusive_discounts_segment
488865,free_checked_bag_segment
488870,no_cancellation_fees_segment
488918,free_checked_bag_segment
488974,free_checked_bag_segment
489096,free_checked_bag_segment
489131,free_checked_bag_segment
489575,free_hotel_meal_segment
489635,free_hotel_meal_segment
489661,free_checked_bag_segment
489730,free_hotel_meal_segment
489785,exclusive_discounts_segment
489786,free_checked_bag_segment
489802,free_checked_bag_segment
489844,free_checked_bag_segment
489852,free_checked_bag_segment
489949,free_checked_bag_segment
489953,free_checked_bag_segment
489992,free_checked_bag_segment
490040,free_checked_bag_segment
490107,exclusive_discounts_segment
490133,free_checked_bag_segment
490201,free_checked_bag_segment
490348,free_hotel_meal_segment
490358,exclusive_discounts_segment
490517,free_checked_bag_segment
490576,free_checked_bag_segment
490608,free_checked_bag_segment
490629,free_hotel_meal_segment
490671,free_checked_bag_segment
491003,free_checked_bag_segment
491124,free_checked_bag_segment
491141,free_hotel_meal_segment
491175,free_hotel_meal_segment
491182,free_hotel_meal_segment
491241,free_checked_bag_segment
491266,free_checked_bag_segment
491559,free_checked_bag_segment
491597,exclusive_discounts_segment
491617,exclusive_discounts_segment
491706,free_checked_bag_segment
491772,exclusive_discounts_segment
491925,free_checked_bag_segment
491930,free_hotel_meal_segment
491995,free_checked_bag_segment
492209,free_checked_bag_segment
492211,free_checked_bag_segment
492287,free_checked_bag_segment
492371,free_checked_bag_segment
492497,free_hotel_meal_segment
492614,free_checked_bag_segment
492999,free_checked_bag_segment
493177,free_checked_bag_segment
493409,free_hotel_meal_segment
493476,free_checked_bag_segment
493718,free_checked_bag_segment
494294,free_checked_bag_segment
494374,exclusive_discounts_segment
494382,free_checked_bag_segment
494441,free_checked_bag_segment
494463,exclusive_discounts_segment
494484,exclusive_discounts_segment
494590,exclusive_discounts_segment
494630,free_checked_bag_segment
494680,free_checked_bag_segment
494704,free_checked_bag_segment
494985,free_hotel_meal_segment
495029,no_cancellation_fees_segment
495042,free_checked_bag_segment
495080,free_checked_bag_segment
495272,free_checked_bag_segment
495273,free_checked_bag_segment
495386,exclusive_discounts_segment
495482,free_checked_bag_segment
495592,free_checked_bag_segment
495603,free_hotel_meal_segment
495727,free_hotel_meal_segment
496016,exclusive_discounts_segment
496074,free_checked_bag_segment
496273,free_checked_bag_segment
496286,free_hotel_meal_segment
496332,exclusive_discounts_segment
496382,free_checked_bag_segment
496408,no_cancellation_fees_segment
496566,free_checked_bag_segment
496899,no_cancellation_fees_segment
496972,free_hotel_meal_segment
497042,free_checked_bag_segment
497077,no_cancellation_fees_segment
497108,free_checked_bag_segment
497225,free_hotel_meal_segment
497475,free_checked_bag_segment
497615,free_checked_bag_segment
497678,free_checked_bag_segment
497680,free_checked_bag_segment
497829,exclusive_discounts_segment
497915,free_checked_bag_segment
498154,free_hotel_meal_segment
498199,free_checked_bag_segment
498287,free_checked_bag_segment
498298,free_checked_bag_segment
498357,exclusive_discounts_segment
498363,free_checked_bag_segment
498500,no_cancellation_fees_segment
498574,free_checked_bag_segment
498607,free_hotel_meal_segment
498665,free_hotel_meal_segment
498857,free_checked_bag_segment
498931,free_checked_bag_segment
499028,free_hotel_meal_segment
499038,free_checked_bag_segment
499252,free_checked_bag_segment
499313,free_hotel_meal_segment
499366,free_hotel_meal_segment
499375,free_checked_bag_segment
499379,free_checked_bag_segment
499461,free_checked_bag_segment
499475,free_checked_bag_segment
499633,free_checked_bag_segment
499634,free_hotel_meal_segment
499659,free_checked_bag_segment
499669,free_checked_bag_segment
499751,free_hotel_meal_segment
499760,free_checked_bag_segment
499780,free_checked_bag_segment
499810,free_checked_bag_segment
499847,free_checked_bag_segment
499969,free_checked_bag_segment
499979,free_checked_bag_segment
499990,no_cancellation_fees_segment
500078,free_hotel_meal_segment
500196,free_checked_bag_segment
500243,free_checked_bag_segment
500257,free_checked_bag_segment
500288,free_checked_bag_segment
500299,free_checked_bag_segment
500493,free_checked_bag_segment
500532,free_checked_bag_segment
500646,exclusive_discounts_segment
500745,free_checked_bag_segment
500773,free_checked_bag_segment
500791,free_checked_bag_segment
500828,free_checked_bag_segment
500972,free_hotel_meal_segment
500974,free_checked_bag_segment
501087,free_checked_bag_segment
501125,free_hotel_meal_segment
501184,free_hotel_meal_segment
501322,free_checked_bag_segment
501344,free_checked_bag_segment
501436,free_hotel_meal_segment
501512,free_checked_bag_segment
501708,no_cancellation_fees_segment
501735,free_hotel_meal_segment
501764,free_checked_bag_segment
501780,free_checked_bag_segment
501794,free_checked_bag_segment
501817,free_hotel_meal_segment
501830,free_checked_bag_segment
501897,free_checked_bag_segment
501947,no_cancellation_fees_segment
502063,free_checked_bag_segment
502145,free_hotel_meal_segment
502210,free_hotel_meal_segment
502212,free_checked_bag_segment
502353,free_checked_bag_segment
502412,exclusive_discounts_segment
502435,exclusive_discounts_segment
502444,free_checked_bag_segment
502609,free_checked_bag_segment
502626,free_checked_bag_segment
502799,free_checked_bag_segment
502819,free_checked_bag_segment
502826,free_hotel_meal_segment
502847,free_checked_bag_segment
502850,free_checked_bag_segment
502875,free_checked_bag_segment
502995,free_checked_bag_segment
503042,free_checked_bag_segment
503049,free_checked_bag_segment
503058,free_checked_bag_segment
503126,free_checked_bag_segment
503161,free_checked_bag_segment
503277,free_checked_bag_segment
503342,no_cancellation_fees_segment
503418,free_hotel_meal_segment
503483,free_checked_bag_segment
503621,free_checked_bag_segment
503760,free_checked_bag_segment
503773,free_checked_bag_segment
503918,free_checked_bag_segment
503928,free_checked_bag_segment
503945,free_hotel_meal_segment
503973,exclusive_discounts_segment
504081,free_checked_bag_segment
504133,free_hotel_meal_segment
504240,exclusive_discounts_segment
504299,free_hotel_meal_segment
504320,free_checked_bag_segment
504371,free_checked_bag_segment
504435,no_cancellation_fees_segment
504473,free_checked_bag_segment
504579,free_checked_bag_segment
504610,free_checked_bag_segment
504665,exclusive_discounts_segment
504669,free_checked_bag_segment
504786,free_checked_bag_segment
504859,free_checked_bag_segment
504892,free_checked_bag_segment
504916,free_checked_bag_segment
504936,free_checked_bag_segment
504945,free_checked_bag_segment
505062,free_checked_bag_segment
505066,free_checked_bag_segment
505172,no_cancellation_fees_segment
505230,free_hotel_meal_segment
505285,free_checked_bag_segment
505289,free_hotel_meal_segment
505358,exclusive_discounts_segment
505414,free_checked_bag_segment
505498,free_checked_bag_segment
505617,free_hotel_meal_segment
505667,free_checked_bag_segment
505680,free_hotel_meal_segment
505713,free_hotel_meal_segment
505747,free_checked_bag_segment
505771,free_checked_bag_segment
505854,free_hotel_meal_segment
505916,exclusive_discounts_segment
505933,free_checked_bag_segment
505941,exclusive_discounts_segment
506013,exclusive_discounts_segment
506130,free_checked_bag_segment
506186,free_hotel_meal_segment
506234,exclusive_discounts_segment
506250,free_hotel_meal_segment
506347,free_checked_bag_segment
506427,free_checked_bag_segment
506611,free_checked_bag_segment
506652,free_checked_bag_segment
506675,exclusive_discounts_segment
506704,exclusive_discounts_segment
506777,free_hotel_meal_segment
506807,free_checked_bag_segment
506828,free_hotel_meal_segment
506837,free_checked_bag_segment
506858,free_checked_bag_segment
506990,free_checked_bag_segment
507036,free_hotel_meal_segment
507133,free_checked_bag_segment
507207,free_checked_bag_segment
507273,free_checked_bag_segment
507376,free_checked_bag_segment
507395,no_cancellation_fees_segment
507431,free_checked_bag_segment
507435,free_hotel_meal_segment
507505,free_hotel_meal_segment
507513,free_checked_bag_segment
507531,free_checked_bag_segment
507557,free_checked_bag_segment
507573,free_hotel_meal_segment
507617,free_checked_bag_segment
507728,free_checked_bag_segment
507732,no_cancellation_fees_segment
507753,free_hotel_meal_segment
507759,free_hotel_meal_segment
507773,free_hotel_meal_segment
507805,no_cancellation_fees_segment
508050,exclusive_discounts_segment
508096,free_hotel_meal_segment
508111,free_checked_bag_segment
508144,exclusive_discounts_segment
508153,free_checked_bag_segment
508240,exclusive_discounts_segment
508360,free_checked_bag_segment
508367,exclusive_discounts_segment
508497,free_checked_bag_segment
508512,free_checked_bag_segment
508546,free_hotel_meal_segment
508611,free_checked_bag_segment
508625,free_hotel_meal_segment
508693,free_checked_bag_segment
508713,exclusive_discounts_segment
508731,exclusive_discounts_segment
508829,no_cancellation_fees_segment
508848,free_checked_bag_segment
508849,free_checked_bag_segment
508856,free_hotel_meal_segment
508857,free_checked_bag_segment
508860,free_checked_bag_segment
508866,free_hotel_meal_segment
508877,free_checked_bag_segment
508891,one_night_hotel_free_with_flight_segment
508892,exclusive_discounts_segment
508901,free_hotel_meal_segment
508912,no_cancellation_fees_segment
508917,free_checked_bag_segment
508923,free_hotel_meal_segment
508938,free_checked_bag_segment
508940,free_checked_bag_segment
508944,exclusive_discounts_segment
508946,free_hotel_meal_segment
508964,free_checked_bag_segment
508973,free_checked_bag_segment
509001,free_checked_bag_segment
509024,free_checked_bag_segment
509036,free_checked_bag_segment
509052,free_checked_bag_segment
509061,free_checked_bag_segment
509069,free_checked_bag_segment
509098,free_checked_bag_segment
509115,free_hotel_meal_segment
509119,free_checked_bag_segment
509157,free_checked_bag_segment
509160,free_hotel_meal_segment
509162,free_checked_bag_segment
509202,free_hotel_meal_segment
509221,free_hotel_meal_segment
509242,free_checked_bag_segment
509272,free_checked_bag_segment
509278,free_hotel_meal_segment
509282,free_hotel_meal_segment
509302,exclusive_discounts_segment
509316,free_hotel_meal_segment
509324,free_checked_bag_segment
509341,free_checked_bag_segment
509346,free_hotel_meal_segment
509353,free_checked_bag_segment
509354,exclusive_discounts_segment
509359,free_checked_bag_segment
509402,free_checked_bag_segment
509411,exclusive_discounts_segment
509413,free_hotel_meal_segment
509414,free_checked_bag_segment
509419,free_hotel_meal_segment
509421,no_cancellation_fees_segment
509435,free_hotel_meal_segment
509445,free_hotel_meal_segment
509453,free_checked_bag_segment
509454,free_checked_bag_segment
509459,free_hotel_meal_segment
509467,free_hotel_meal_segment
509498,free_checked_bag_segment
509515,free_checked_bag_segment
509516,free_checked_bag_segment
509530,free_hotel_meal_segment
509552,free_checked_bag_segment
509598,exclusive_discounts_segment
509603,free_checked_bag_segment
509626,free_checked_bag_segment
509635,free_checked_bag_segment
509638,free_checked_bag_segment
509645,no_cancellation_fees_segment
509681,free_hotel_meal_segment
509712,free_hotel_meal_segment
509713,free_checked_bag_segment
509717,free_checked_bag_segment
509749,exclusive_discounts_segment
509763,free_checked_bag_segment
509765,free_checked_bag_segment
509781,free_hotel_meal_segment
509822,free_checked_bag_segment
509826,free_checked_bag_segment
509841,exclusive_discounts_segment
509855,free_checked_bag_segment
509876,free_checked_bag_segment
509892,free_checked_bag_segment
509903,free_hotel_meal_segment
509919,free_checked_bag_segment
509924,free_checked_bag_segment
509933,free_checked_bag_segment
509969,free_checked_bag_segment
509990,free_checked_bag_segment
510003,free_checked_bag_segment
510022,free_hotel_meal_segment
510044,exclusive_discounts_segment
510048,free_checked_bag_segment
510061,free_hotel_meal_segment
510067,free_checked_bag_segment
510070,free_checked_bag_segment
510078,no_cancellation_fees_segment
510079,free_checked_bag_segment
510081,free_checked_bag_segment
510090,free_hotel_meal_segment
510093,exclusive_discounts_segment
510094,free_hotel_meal_segment
510104,free_hotel_meal_segment
510108,free_hotel_meal_segment
510112,free_hotel_meal_segment
510114,free_hotel_meal_segment
510134,free_checked_bag_segment
510155,free_checked_bag_segment
510156,free_hotel_meal_segment
510163,free_hotel_meal_segment
510164,exclusive_discounts_segment
510170,free_checked_bag_segment
510172,free_checked_bag_segment
510179,free_hotel_meal_segment
510185,free_checked_bag_segment
510188,no_cancellation_fees_segment
510195,free_hotel_meal_segment
510198,exclusive_discounts_segment
510213,free_hotel_meal_segment
510215,free_checked_bag_segment
510219,free_checked_bag_segment
510227,free_checked_bag_segment
510238,free_checked_bag_segment
510239,free_checked_bag_segment
510243,free_checked_bag_segment
510257,free_checked_bag_segment
510270,free_checked_bag_segment
510283,free_checked_bag_segment
510315,free_hotel_meal_segment
510316,free_checked_bag_segment
510326,exclusive_discounts_segment
510328,free_checked_bag_segment
510343,no_cancellation_fees_segment
510356,free_checked_bag_segment
510365,free_checked_bag_segment
510369,free_checked_bag_segment
510379,free_checked_bag_segment
510393,free_checked_bag_segment
510418,free_checked_bag_segment
510423,free_checked_bag_segment
510449,free_hotel_meal_segment
510452,exclusive_discounts_segment
510459,free_checked_bag_segment
510490,free_checked_bag_segment
510494,free_hotel_meal_segment
510511,free_checked_bag_segment
510533,free_checked_bag_segment
510537,free_checked_bag_segment
510543,free_checked_bag_segment
510545,free_checked_bag_segment
510558,free_hotel_meal_segment
510570,free_checked_bag_segment
510571,free_checked_bag_segment
510575,free_checked_bag_segment
510580,free_hotel_meal_segment
510582,free_checked_bag_segment
510585,free_hotel_meal_segment
510586,free_hotel_meal_segment
510610,free_checked_bag_segment
510618,free_checked_bag_segment
510676,free_checked_bag_segment
510686,free_checked_bag_segment
510694,no_cancellation_fees_segment
510700,no_cancellation_fees_segment
510707,free_hotel_meal_segment
